teste.csv;23/10/2025 15:22;4;Sucesso
teste.csv;29/10/2025 11:35;4;Sucesso
teste.csv;05/11/2025 15:01;4;Sucesso
teste.csv;06/11/2025 15:17;5;Sucesso
teste.csv;06/11/2025 15:17;5;Sucesso
teste.csv;06/11/2025 15:17;5;Sucesso
teste.csv;06/11/2025 15:17;5;Sucesso
teste.csv;06/11/2025 15:17;5;Sucesso
teste.csv;06/11/2025 15:17;5;Sucesso
teste.csv;06/11/2025 15:22;5;Sucesso
teste.csv;06/11/2025 15:23;5;Sucesso
teste.csv;06/11/2025 15:23;5;Sucesso
teste.csv;06/11/2025 15:25;5;Sucesso
teste.csv;06/11/2025 15:33;5;Sucesso
teste.csv;06/11/2025 15:33;5;Sucesso
teste.csv;06/11/2025 15:38;4;Sucesso
teste.csv;06/11/2025 15:43;4;Sucesso
teste.csv;07/11/2025 09:10;4;Sucesso
teste.csv;07/11/2025 09:22;4;Sucesso
